sex,typ,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.175,0.25,0.3,0.375,0.4425,0.479,0.4825,0.485,0.4825,0.48,0.4775,0.474,0.47,0.4665,0.4625,0.4575,0.4525,0.4475,0.4425,0.435,0.4325,0.425,0.4175,0.41,0.4025,0.395,0.3875,0.3775,0.3675,0.3575,0.3475,0.3375,0.3275,0.3175,0.3075,0.2975,0.2875,0.275,0.2625,0.25,0.2375,0.2205,0.207,0.189,0.171,0.154,0.122,0.1,0.08,0.0625,0.045,0.025,0.0175,0.01,0.005,0.0025,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15891,0.31783,0.63565,0.95347,1.35075,1.58912,1.82749,1.90695,1.9864,1.97051,1.89105,1.81159,1.74803,1.70036,1.65268,1.62465,1.58912,1.55733,1.52556,1.49377,1.46199,1.43021,1.39843,1.36664,1.33485,1.31897,1.27129,1.23952,1.20773,1.17596,1.14417,1.11238,1.0806,1.04882,1.01863,0.98844,0.95824,0.92805,0.92169,0.92328,0.9258,0.92109,0.92381,0.93433,0.95304,0.98025,1.01621,1.06112,1.1151,1.17822,1.25048,1.33179,1.39843,1.43021,1.46199,1.49377,1.50649,1.5192,1.52873,1.53827,1.54622,1.55575,1.56528,1.57322,1.57958,1.58293,1.58753,1.58912,1.58912,1.58912,1.58912,1.58912,1.58912,1.58912,1.58912,1.58912,1.58912,1.58912,1.58912,1.58912,1.58912,1.58912,1.58912,1.58912
1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50762,2.53809,5.58375,6.09137,6.49745,6.90357,7.15733,7.36041,7.51268,7.61422,7.66495,7.51268,7.36041,7.15733,6.90357,6.64976,6.39595,6.14214,5.88833,5.63452,5.38071,5.1269,4.8731,4.61929,4.36548,4.11167,3.85786,3.60405,3.35024,3.09643,2.86803,2.63959,2.43655,2.23351,2.03047,1.82739,1.62435,1.42131,1.24364,1.06601,0.91369,0.76143,0.60912,0.50762,0.40608,0.30458,0.20304,0.10154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299,0.29906,0.89716,1.79431,2.69147,3.14003,3.43909,3.73812,3.88765,4.00729,3.97737,3.91758,3.85776,3.76805,3.67833,3.58862,3.49891,3.40917,3.30451,3.19985,3.09519,2.9905,2.88584,2.78118,2.63165,2.48212,2.33259,2.18308,2.03355,1.88402,1.74944,1.61488,1.4803,1.34572,1.24106,1.1364,1.04669,0.95697,0.88221,0.82239,0.77752,0.74762,0.71773,0.68781,0.65791,0.63099,0.60409,0.58015,0.55623,0.5353,0.52333,0.51736,0.51436,0.51138,0.50838,0.50838,0.50838,0.50838,0.50838,0.50838,0.50838,0.50838,0.50838,0.50838,0.50838,0.50838,0.50838,0.50838,0.50838,0.50838,0.50838,0.50838,0.50838,0.50838,0.50838,0.50838,0.50838,0.50838,0.50838,0.50838,0.50838,0.50838,0.50838,0.50838,0.50838
1,8,0,0,0,0.06772369,0.12338749,0.76959163,0.73445947,0.71944363,0.703992,0.69822756,0.69893309,0.70014387,0.71992915,0.70359774,1,0.92413317,0.81832035,0.74930648,0.32793987,0.31157795,0.3027905,0.29424344,0.14403075,0.14602615,0.1445844,0.05033477,0.04800167,0.04598043,0.04479517,0.0441272,0.02306204,0.02289339,0.02304124,0.02322223,0.02341603,0.01663519,0.017006,0.01744156,0.01789225,0.01837825,0.00942043,0.00964903,0.00980785,0.00975032,0.00990923,0.01121145,0.01247385,0.01241724,0.01231928,0.01299407,0.00197721,0.00207897,0.00213443,0.00218563,0.00226328,0.0023183,0.00233908,0.00241028,0.00247416,0.00245467,0.00240518,0.00238024,0.0023902,0.00239483,0.002424,0.00019888,0.00020102,0.00020412,0.00020939,0.00021247,0.00021727,0.00023313,0.00024962,0.00026195,0.00027765,0.00029137,0.00030666,0.00032651,0.00035078,0.00038156,0.00041857,0.00045801,0.00050318,0.00055648,0.00062629,0.00071078,0.00080662,0.00093322,0.00109803,0.0013049,0.00035064,0.00035064,0.00035064,0.00035064,0.00035064,0.00035064,0.00035064,0.00035064,0.00035064,0.00035064,0.00035064
1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05555,0.07745,0.11557,0.15379,0.20887,0.2574,0.29742,0.35065,0.38104,0.4103,0.43117,0.44746,0.4643,0.47209,0.48021,0.48085,0.49077,0.49454,0.4981,0.50162,0.5054,0.51618,0.52563,0.52753,0.53711,0.55116,0.55219,0.55211,0.54426,0.54633,0.54576,0.53183,0.51569,0.51269,0.50518,0.48282,0.47121,0.45295,0.42123,0.40516,0.37101,0.35143,0.31006,0.27777,0.2651,0.2257,0.18318,0.15906,0.11641,0.08425,0.07673,0.05393,0.05207,0.04082,0.03577,0.02579,0.02462,0.01735,0.0173,0.01392,0.01289,0.01136,0.01024,0.00992,0.00978,0.00894,0.00514,0.0048,0.00444,0.00444,0.00444,0.00444,0.00444,0.00444,0.00444,0.00444,0.00444,0.00444,0.00444,0.00444,0.00444,0.00444,0.00444,0.00444
1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06067,0.08377,0.12597,0.1678,0.22397,0.28025,0.32245,0.38119,0.41392,0.44493,0.46732,0.48404,0.50172,0.50837,0.51419,0.51521,0.5271,0.52993,0.53327,0.536,0.54139,0.55231,0.562,0.56391,0.5755,0.58815,0.59088,0.59012,0.58116,0.5838,0.58148,0.56435,0.55176,0.54769,0.54204,0.52036,0.5066,0.48661,0.45163,0.43365,0.3979,0.37784,0.33474,0.29817,0.28519,0.2434,0.19605,0.17031,0.12504,0.09167,0.08248,0.05821,0.05589,0.04388,0.0383,0.02812,0.02679,0.01896,0.01847,0.0152,0.01408,0.0124,0.01118,0.01084,0.0108,0.0094,0.00546,0.00486,0.00437,0.00437,0.00437,0.00437,0.00437,0.00437,0.00437,0.00437,0.00437,0.00437,0.00437,0.00437,0.00437,0.00437,0.00437,0.00437
1,11,0.217,0.225,0.24,0.254,0.272,0.294,0.316,0.334,0.353,0.367,0.395,0.42,0.44,0.461,0.5,0.53,0.567,0.606,0.659,0.698,0.741,0.785,0.83,0.856,0.87,0.882,0.884,0.881,0.876,0.874,0.872,0.864,0.873,0.871,0.883,0.883,0.895,0.892,0.91,0.907,0.922,0.948,0.97,0.974,0.999,1.012,1.013,1.01,1.024,1.031,1.022,1.003,1.009,0.984,0.978,0.959,0.965,0.95,0.931,0.896,0.9,0.884,0.861,0.859,0.859,0.835,0.806,0.79,0.776,0.752,0.746,0.739,0.735,0.71,0.697,0.66,0.629,0.598,0.56,0.524,0.52,0.505,0.479,0.484,0.484,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463
1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10665,0.08235,0.08235,0.10294,0.1185,0.16324,0.21912,0.25294,0.28824,0.32794,0.36765,0.41176,0.47059,0.53451,0.62353,0.69559,0.77794,0.86912,0.95588,1,1.07353,1.14559,1.20735,1.24853,1.30882,1.37059,1.41176,1.44265,1.46324,1.47059,1.50441,1.50441,1.52941,1.54412,1.56471,1.58824,1.60588,1.63676,1.65735,1.70588,1.73351,1.77206,1.82353,1.86176,1.92353,1.95441,1.97059,1.95441,1.91324,1.88235,1.82353,1.76471,1.66765,1.51471,1.37059,1.25,1.17647,1.09412,1,0.92059,0.79853,0.71324,0.63235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10665,0.08235,0.08235,0.10294,0.1185,0.16324,0.21912,0.25294,0.28824,0.32794,0.36765,0.41176,0.47059,0.53451,0.62353,0.69559,0.77794,0.86912,0.95588,1,1.07353,1.14559,1.20735,1.24853,1.30882,1.37059,1.41176,1.44265,1.46324,1.47059,1.50441,1.50441,1.52941,1.54412,1.56471,1.58824,1.60588,1.63676,1.65735,1.70588,1.73351,1.77206,1.82353,1.86176,1.92353,1.95441,1.97059,1.95441,1.91324,1.88235,1.82353,1.76471,1.66765,1.51471,1.37059,1.25,1.17647,1.09412,1,0.92059,0.79853,0.71324,0.63235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
