age,sex,year,pop,tva,tipp,cot,irpp,impot,property,chomage,retraite,revsoc,maladie,educ,grth,dsct
5,0,2010,387616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9064.11148554,18210.9441271,1.036433728,0.839619283032
6,0,2010,386423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8907.84157679,18210.9441271,1.036433728,0.839619283032
7,0,2010,391909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8751.56128672,18698.7372733,1.036433728,0.839619283032
8,0,2010,398613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8595.28099665,18698.7372733,1.036433728,0.839619283032
9,0,2010,408809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8439.00070658,18698.7372733,1.036433728,0.839619283032
10,0,2010,393010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8282.72041652,18698.7372733,1.036433728,0.839619283032
11,0,2010,390559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8126.45050776,18698.7372733,1.036433728,0.839619283032
12,0,2010,386265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7970.17021769,31462.6579338,1.036433728,0.839619283032
13,0,2010,390579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7813.88992763,31462.6579338,1.036433728,0.839619283032
14,0,2010,386470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7657.60963756,31462.6579338,1.036433728,0.839619283032
15,0,2010,376757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7501.3397288,31462.6579338,1.036433728,0.839619283032
16,0,2010,377219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7345.05943874,31462.6579338,1.036433728,0.839619283032
17,0,2010,394001.0,743.170829539,678.988746998,1175.67618288,61.2671590977,26.282699196,0.0,0.0,0.0,0.0,7188.77914867,37098.2947503,1.036433728,0.839619283032
18,0,2010,400764.0,1618.9726831,992.521836486,2061.32815041,175.789243523,91.4083829129,172.124541002,94.097574051,0.0,465.690653932,7032.4988586,35888.5677475,1.036433728,0.839619283032
19,0,2010,408332.0,2965.40295402,2060.7926638,4445.48364301,348.031404388,208.643910632,391.789521636,325.556460694,0.0,742.722094165,7032.4988586,32259.3867393,1.036433728,0.839619283032
20,0,2010,408140.0,4870.20847013,3613.93419608,9246.52202223,556.961528045,347.727455015,642.212799154,799.262679437,0.0,1371.47757134,7149.71426681,24682.3332008,1.036433728,0.839619283032
21,0,2010,409645.0,7105.17098744,5166.12404325,13045.6585666,910.737815327,498.190562121,922.112404319,1254.85141471,0.0,2791.68977074,7266.9192937,19316.6085919,1.036433728,0.839619283032
22,0,2010,404242.0,9836.8646911,6973.83705665,20826.5667423,1719.16663868,719.603941216,1332.99699222,1603.59605511,0.0,4588.7356266,7384.1243206,15381.7438787,1.036433728,0.839619283032
23,0,2010,405201.0,11304.0356352,7851.34217418,27618.9669721,2416.28661718,843.737863983,1549.90977316,1674.42509647,0.0,5465.23934971,7501.3397288,10373.7342438,1.036433728,0.839619283032
24,0,2010,394997.0,14317.7307608,9666.79727459,29274.2590572,3591.74807987,1025.06710527,1877.21534566,1959.931938,0.0,6742.35322875,7618.5447557,6438.86953064,1.036433728,0.839619283032
25,0,2010,385414.0,16858.0314769,10322.4654494,42279.8982418,4923.43419094,1175.73009849,2103.11087609,2520.18255025,0.0,7692.80724309,7735.74978259,2780.42093368,1.036433728,0.839619283032
26,0,2010,376108.0,20362.2496734,11519.7281915,53731.4676548,6395.27875248,1514.53705478,2700.10512395,3234.02577797,0.0,9228.71305592,7852.9651908,1235.74263719,1.036433728,0.839619283032
27,0,2010,399991.0,21073.5125656,11336.4473565,56900.7560347,7594.92992788,1617.47840139,2861.74082574,3568.14617518,0.0,10243.9445864,7970.17021769,372.880840928,1.036433728,0.839619283032
28,0,2010,402165.0,22064.4957899,11826.7881075,55820.4058249,9312.12132837,1764.25523674,3053.78519643,3088.65454154,0.0,10765.1718106,8087.37524459,372.880840928,1.036433728,0.839619283032
29,0,2010,405295.0,21943.5775468,12076.3696721,68916.3942549,10547.9318817,1916.77298712,3365.00788213,3015.24151737,0.0,11015.0485039,8204.59065279,0.0,1.036433728,0.839619283032
30,0,2010,384380.0,24149.0224902,12999.0841194,65423.8133171,12223.3094372,2225.96425955,3819.04911276,3401.33760829,0.0,11817.3216776,8321.79567969,0.0,1.036433728,0.839619283032
31,0,2010,379015.0,24835.0841218,13581.9183749,71410.0918515,12720.5269652,2428.5511562,4285.89210613,3473.58762874,0.0,15033.9510456,8439.00070658,0.0,1.036433728,0.839619283032
32,0,2010,385635.0,25893.1819225,13747.3401099,73986.641145,13566.3462128,2546.90232732,4497.04947273,3806.58731327,0.0,17793.2596328,8556.21611479,0.0,1.036433728,0.839619283032
33,0,2010,375859.0,25675.494937,13521.2505923,70229.017001,13568.3492712,2780.0439077,4986.7975808,2745.95752051,0.0,18430.6652413,8673.42114168,0.0,1.036433728,0.839619283032
34,0,2010,386622.0,26425.1948736,13515.4804655,79362.6322186,13562.3748712,2996.88314884,5384.2170093,2658.62228448,0.0,19113.3136123,8790.62616858,0.0,1.036433728,0.839619283032
35,0,2010,409330.0,27003.4237947,13652.651728,77023.6134823,13562.3748712,3107.15520231,5505.61859963,2307.80115379,0.0,18042.2728279,8907.84157679,0.0,1.036433728,0.839619283032
36,0,2010,433611.0,28161.5344026,13783.1783422,76391.5257903,13896.1483943,3239.18695068,5750.59126668,2536.56187179,0.0,18816.3232437,9025.04660368,0.0,1.036433728,0.839619283032
37,0,2010,445073.0,28669.6642078,13263.0181243,84713.7612916,14590.138594,3317.6538701,5843.28750386,2850.357193,202.01309624,18287.9607974,9142.25163057,0.0,1.036433728,0.839619283032
38,0,2010,443407.0,28389.4384845,13040.9496906,84264.3627816,14692.1276531,3417.93161808,6034.56090005,2993.55466974,420.072341827,20631.2677514,9259.45665747,0.0,1.036433728,0.839619283032
39,0,2010,434309.0,28468.1019312,12988.6155831,78920.752895,14479.1079517,3482.70401472,6188.30756038,3829.18341836,637.293469451,21222.5822484,9376.67206568,0.0,1.036433728,0.839619283032
40,0,2010,429932.0,28848.6204757,13344.3314723,81038.2964303,14609.1954695,3678.78764002,6532.41320526,3931.28245803,542.300417708,19862.0726195,9376.67206568,0.0,1.036433728,0.839619283032
41,0,2010,425754.0,31029.4924827,14493.1354372,82151.406491,15356.2110774,4147.02317674,7198.06900831,3566.11197594,548.795831914,19390.1178161,9746.79702793,0.0,1.036433728,0.839619283032
42,0,2010,425117.0,31333.3213378,15118.0496075,85914.5699493,16283.9748895,4327.54822508,7390.66919783,3360.41256451,451.216043371,18763.8998118,10116.9323715,0.0,1.036433728,0.839619283032
43,0,2010,436348.0,30872.9646537,14815.6795272,85333.1042331,16529.2939082,4309.41901976,7320.89600499,3805.04369015,470.797526665,18159.723736,10487.0677151,0.0,1.036433728,0.839619283032
44,0,2010,436078.0,30636.7625957,14328.2538478,81414.1583792,17260.3198239,4177.64758819,7298.68118142,3364.15532195,555.813165033,16770.461131,10857.1926773,0.0,1.036433728,0.839619283032
45,0,2010,440660.0,31009.1812229,14096.0341062,88471.0608665,17679.2650612,4191.42113571,7427.57736113,2878.25659507,912.85141686,14697.8381477,11227.3280209,0.0,1.036433728,0.839619283032
46,0,2010,434858.0,31693.3373934,14722.5944345,86875.8032638,17166.3429986,4308.89373766,7656.03683003,2302.6839374,1048.04365376,15399.5895233,11597.4633645,0.0,1.036433728,0.839619283032
47,0,2010,420215.0,32865.2984501,14703.37211,83287.5934216,18020.5848288,4489.6837513,8029.42157653,2065.9471284,1086.61612815,12652.3926349,11967.5883267,0.0,1.036433728,0.839619283032
48,0,2010,423707.0,33628.8351764,14287.1170444,99671.1865227,18987.3943703,4683.36874329,8431.24273157,2239.95363107,838.510353628,11107.4125161,12337.7236703,0.0,1.036433728,0.839619283032
49,0,2010,420552.0,33610.2518079,14372.8201471,91100.3851115,20865.1921096,4880.93989313,8881.39323039,2065.41849034,1760.63059322,8688.39040165,12707.8590138,0.0,1.036433728,0.839619283032
50,0,2010,417428.0,31661.3133526,14222.1023757,90704.5837948,19594.4810449,4780.37858579,8535.13602874,2627.24655855,2447.93684724,9801.61383194,13077.9839761,0.0,1.036433728,0.839619283032
51,0,2010,407295.0,29028.2665342,14166.2530349,86719.6205663,19563.6701112,4799.5211672,8407.06461245,2379.23918618,3531.07097623,11925.8649198,13448.1193197,0.0,1.036433728,0.839619283032
52,0,2010,407563.0,30162.3300857,13892.8021788,80365.8539682,19121.9122639,4851.27307561,8315.48001293,3348.49494816,3533.85581364,12418.8466625,13818.2546632,0.0,1.036433728,0.839619283032
53,0,2010,403424.0,29771.9700733,13177.6836924,76921.5364699,19517.4676208,5048.78844328,8593.69423196,3727.52843465,4194.68896894,12393.0098865,14188.3796255,0.0,1.036433728,0.839619283032
54,0,2010,398129.0,30637.1587131,12351.2523427,75305.0412228,19078.7074061,5158.10290283,8666.64993585,3844.84379214,4821.4678676,12244.1624859,14558.5149691,0.0,1.036433728,0.839619283032
55,0,2010,401285.0,27365.8233842,11567.6896918,73218.2560283,18125.745397,5277.32799462,8946.63918921,4186.69499229,9088.49784554,13108.8802156,14928.6503126,0.0,1.036433728,0.839619283032
56,0,2010,393503.0,26784.9923817,11081.8415805,56740.8840673,17695.2964838,5257.85536871,9005.75321126,5717.15291501,13314.2581331,13221.2107307,15298.7752749,0.0,1.036433728,0.839619283032
57,0,2010,400232.0,26754.9489278,11186.7755815,55585.4285453,16974.4597369,5567.72997272,9606.22580922,7985.20048695,19069.0998788,12215.5761498,15668.9106185,0.0,1.036433728,0.839619283032
58,0,2010,392252.0,27634.0426533,10448.4479815,59995.1879388,18369.1795933,5715.7247188,9639.02808503,10084.7859122,18243.6184498,12160.4334559,16039.045962,0.0,1.036433728,0.839619283032
59,0,2010,408638.0,28025.8710318,10276.0643698,56910.9366885,17005.4515022,5791.32350497,9638.36468836,12119.7041012,29315.3624482,10542.9725078,16409.1709243,0.0,1.036433728,0.839619283032
60,0,2010,402571.0,26971.9802708,10352.2934901,24699.3804944,16358.9783,5516.5963167,9193.91581497,8993.11026362,49815.6020819,9014.19434266,16409.1709243,0.0,1.036433728,0.839619283032
61,0,2010,402086.0,27054.5639135,10284.8438793,16245.835115,13892.0518616,5639.6936208,9394.72777947,5418.61197355,77972.4683578,5414.86861975,16956.1415582,0.0,1.036433728,0.839619283032
62,0,2010,393138.0,26386.4026894,10228.1628857,7200.69746046,15585.2065608,5944.72447304,9965.85852208,814.068774122,96211.812406,5341.14556491,17503.1225734,0.0,1.036433728,0.839619283032
63,0,2010,371318.0,25696.3525656,9625.29180038,9690.97626146,15061.3024521,5776.37388335,9483.23744579,782.72688103,100896.373704,4794.71025213,18050.0932074,0.0,1.036433728,0.839619283032
64,0,2010,278901.0,25645.3558685,9192.82379286,8942.94163341,15586.7853603,5753.60081237,9583.17725741,190.237805552,104936.083233,6392.93185375,18597.0638413,0.0,1.036433728,0.839619283032
65,0,2010,271024.0,26267.7040695,8938.55239264,6941.08537884,14476.5067578,5442.66634712,9094.03875709,0.0,107019.370194,5627.03164925,19144.0344752,0.0,1.036433728,0.839619283032
66,0,2010,263394.0,27512.0931391,8898.00717728,2099.17291877,16427.0961972,6089.55358095,10175.5097989,0.0,112986.747226,5495.35574405,19691.0051091,0.0,1.036433728,0.839619283032
67,0,2010,245020.0,27219.9224281,9307.36895613,3385.1593527,16344.741284,5976.99910702,9957.86190278,0.0,113387.104747,4454.88582673,20237.9757431,0.0,1.036433728,0.839619283032
68,0,2010,215203.0,25757.409278,9292.27917415,2338.94300347,17176.2956952,6344.43161366,10438.7975929,0.0,115534.671546,4233.10312399,20784.9567583,0.0,1.036433728,0.839619283032
69,0,2010,220621.0,24738.3905051,8562.61105139,3060.79571631,15117.6732461,6086.37399725,10245.1843788,0.0,113909.221761,3722.16970764,21331.9273922,0.0,1.036433728,0.839619283032
70,0,2010,229476.0,24176.2794633,8166.87294503,3500.79253857,16757.7747168,6526.94157755,10592.3201328,0.0,114996.889346,2846.77186822,21878.8980261,0.0,1.036433728,0.839619283032
71,0,2010,221181.0,24030.9726833,7830.38795419,4511.76067301,16915.821592,6660.33069206,10744.130392,0.0,114889.972161,2703.00698782,22425.8686601,0.0,1.036433728,0.839619283032
72,0,2010,216028.0,22590.8333351,7665.35203744,3810.04206936,16127.6250499,6265.28601116,10094.7636666,0.0,117670.999944,3194.04964674,22972.839294,0.0,1.036433728,0.839619283032
73,0,2010,213541.0,22021.5990102,7351.79322674,2035.35179569,16169.3832544,6029.16008468,9881.25751721,0.0,119359.236194,3656.6726096,23519.8099279,0.0,1.036433728,0.839619283032
74,0,2010,204136.0,22661.895426,6788.50709787,3040.03410668,16467.03913,5824.70448532,9482.22442114,0.0,120003.253655,5049.97244756,24066.7909431,0.0,1.036433728,0.839619283032
75,0,2010,202874.0,22238.8693895,5939.32961653,3904.17795543,16520.7044041,6300.51710016,9458.10009094,0.0,119622.290945,4328.88325637,24613.7615771,0.0,1.036433728,0.839619283032
76,0,2010,191755.0,21818.5137306,5943.47073284,1625.56154668,15721.5119058,6254.18535929,8818.84568234,0.0,118527.244112,4536.56215472,25160.732211,0.0,1.036433728,0.839619283032
77,0,2010,191487.0,19600.5569419,5504.75246903,1663.3414012,12652.8055067,6275.49414831,8156.0855161,0.0,115209.013192,3408.54563637,25707.7028449,0.0,1.036433728,0.839619283032
78,0,2010,179358.0,19037.3190144,5926.14320477,2025.77700438,12305.1009903,6504.59616987,8054.48721281,0.0,111667.774322,3408.54563637,26254.6734788,0.0,1.036433728,0.839619283032
79,0,2010,172199.0,18730.2119466,6380.18274154,1838.10027577,9292.50804779,6487.16424168,8135.00025983,0.0,105753.263485,3408.54563637,26801.6441128,0.0,1.036433728,0.839619283032
80,0,2010,154500.0,18637.9712355,6089.6015534,1589.35044328,9704.65818753,6153.2475223,8484.43997252,0.0,105552.423754,2957.36023775,27348.625128,0.0,1.036433728,0.839619283032
81,0,2010,143325.0,18348.4299243,6577.46449354,1633.3944833,10021.1205563,5544.62220871,7915.53250523,0.0,100284.124724,3408.54563637,27895.5957619,0.0,1.036433728,0.839619283032
82,0,2010,130119.0,15518.656193,4631.38846781,950.782186366,10403.1552687,5222.85670542,8117.15130352,0.0,102515.808088,3408.54563637,28442.5663959,0.0,1.036433728,0.839619283032
83,0,2010,119672.0,14620.9859286,4273.29765276,1794.77028799,10033.6257614,4916.40805635,7671.95835007,0.0,96203.9226683,3672.44281408,28989.5370298,0.0,1.036433728,0.839619283032
84,0,2010,107956.0,14686.174555,3746.21842693,1373.96632423,9442.93217277,4598.6542208,7792.62482517,0.0,99595.046993,3408.54563637,29536.5076637,0.0,1.036433728,0.839619283032
85,0,2010,93557.0,17023.4924357,3828.9635894,1460.40992033,9389.33644931,4683.85683728,6994.62138677,0.0,97459.7890996,3408.54563637,30083.4782976,0.0,1.036433728,0.839619283032
86,0,2010,83302.0,16057.2802064,3807.17771666,1406.46651981,9389.33644931,4514.77643086,6723.61488289,0.0,93789.9372177,3408.54563637,30630.4593129,0.0,1.036433728,0.839619283032
87,0,2010,72920.0,13698.0187892,2958.35175864,1406.46651981,9389.33644931,4375.32100534,6723.61488289,0.0,86870.2600803,3408.54563637,31177.4299468,0.0,1.036433728,0.839619283032
88,0,2010,64199.0,11598.7469611,4764.22999173,1406.46651981,9389.33644931,3792.58326725,6723.61488289,0.0,80449.6974278,3408.54563637,31724.4005807,0.0,1.036433728,0.839619283032
89,0,2010,54876.0,12815.872228,4629.81947343,1830.33225299,9389.33644931,3765.29648899,6723.61488289,0.0,79867.2397308,3408.54563637,32271.3712146,0.0,1.036433728,0.839619283032
90,0,2010,26419.0,10782.2944175,4629.81947343,1880.22935752,9389.33644931,3765.29648899,6723.61488289,0.0,78490.6728841,3408.54563637,32818.3418486,0.0,1.036433728,0.839619283032
91,0,2010,18164.0,10244.4148315,4629.81947343,1169.23889381,9389.33644931,3765.29648899,6723.61488289,0.0,77728.7474641,3408.54563637,32818.3418486,0.0,1.036433728,0.839619283032
92,0,2010,12609.0,10244.4148315,4629.81947343,1169.23889381,9389.33644931,3765.29648899,6723.61488289,0.0,77716.3928434,3408.54563637,32818.3418486,0.0,1.036433728,0.839619283032
93,0,2010,9135.0,10244.4148315,4629.81947343,1169.23889381,9389.33644931,3765.29648899,6723.61488289,0.0,77716.3928434,3408.54563637,32818.3418486,0.0,1.036433728,0.839619283032
94,0,2010,8106.0,10244.4148315,4629.81947343,1169.23889381,9389.33644931,3765.29648899,6723.61488289,0.0,77716.3928434,3408.54563637,32818.3418486,0.0,1.036433728,0.839619283032
95,0,2010,9128.0,10244.4148315,4629.81947343,1169.23889381,9389.33644931,3765.29648899,6723.61488289,0.0,77716.3928434,3408.54563637,32818.3418486,0.0,1.036433728,0.839619283032
96,0,2010,6435.0,10244.4148315,4629.81947343,1169.23889381,9389.33644931,3765.29648899,6723.61488289,0.0,77716.3928434,3408.54563637,32818.3418486,0.0,1.036433728,0.839619283032
97,0,2010,4203.0,10244.4148315,4629.81947343,1169.23889381,9389.33644931,3765.29648899,6723.61488289,0.0,77716.3928434,3408.54563637,32818.3418486,0.0,1.036433728,0.839619283032
98,0,2010,2493.0,10244.4148315,4629.81947343,1169.23889381,9389.33644931,3765.29648899,6723.61488289,0.0,77716.3928434,3408.54563637,32818.3418486,0.0,1.036433728,0.839619283032
99,0,2010,1560.0,10244.4148315,4629.81947343,1169.23889381,9389.33644931,3765.29648899,6723.61488289,0.0,77716.3928434,3408.54563637,32818.3418486,0.0,1.036433728,0.839619283032
100,0,2010,2017.0,10244.4148315,4629.81947343,1169.23889381,9389.33644931,3765.29648899,6711.55854492,0.0,77716.3928434,3408.54563637,32818.3418486,0.0,1.036433728,0.839619283032
0,0,2011,400745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14065.0080985,0.0,1.04887093274,0.792093663238
1,0,2011,401474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11720.8348914,0.0,1.04887093274,0.792093663238
2,0,2011,404795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9376.67206568,18210.9441271,1.04887093274,0.792093663238
3,0,2011,400504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9376.67206568,18210.9441271,1.04887093274,0.792093663238
4,0,2011,395747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9220.39177561,18210.9441271,1.04887093274,0.792093663238
5,0,2011,388716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9064.11148554,18210.9441271,1.04887093274,0.792093663238
6,0,2011,388739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8907.84157679,18210.9441271,1.04887093274,0.792093663238
7,0,2011,387634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8751.56128672,18698.7372733,1.04887093274,0.792093663238
8,0,2011,393171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8595.28099665,18698.7372733,1.04887093274,0.792093663238
9,0,2011,399966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8439.00070658,18698.7372733,1.04887093274,0.792093663238
10,0,2011,410218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8282.72041652,18698.7372733,1.04887093274,0.792093663238
11,0,2011,394496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8126.45050776,18698.7372733,1.04887093274,0.792093663238
12,0,2011,392061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7970.17021769,31462.6579338,1.04887093274,0.792093663238
13,0,2011,387768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7813.88992763,31462.6579338,1.04887093274,0.792093663238
14,0,2011,391971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7657.60963756,31462.6579338,1.04887093274,0.792093663238
15,0,2011,387813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7501.3397288,31462.6579338,1.04887093274,0.792093663238
16,0,2011,378042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7345.05943874,31462.6579338,1.04887093274,0.792093663238
17,0,2011,378292.0,743.170829539,678.988746998,1175.67618288,61.2671590977,26.282699196,0.0,0.0,0.0,0.0,7188.77914867,37098.2947503,1.04887093274,0.792093663238
18,0,2011,394352.0,1618.9726831,992.521836486,2061.32815041,175.789243523,91.4083829129,172.124541002,94.097574051,0.0,465.690653932,7032.4988586,35888.5677475,1.04887093274,0.792093663238
19,0,2011,399811.0,2965.40295402,2060.7926638,4445.48364301,348.031404388,208.643910632,391.789521636,325.556460694,0.0,742.722094165,7032.4988586,32259.3867393,1.04887093274,0.792093663238
20,0,2011,406366.0,4870.20847013,3613.93419608,9246.52202223,556.961528045,347.727455015,642.212799154,799.262679437,0.0,1371.47757134,7149.71426681,24682.3332008,1.04887093274,0.792093663238
21,0,2011,405891.0,7105.17098744,5166.12404325,13045.6585666,910.737815327,498.190562121,922.112404319,1254.85141471,0.0,2791.68977074,7266.9192937,19316.6085919,1.04887093274,0.792093663238
22,0,2011,408044.0,9836.8646911,6973.83705665,20826.5667423,1719.16663868,719.603941216,1332.99699222,1603.59605511,0.0,4588.7356266,7384.1243206,15381.7438787,1.04887093274,0.792093663238
23,0,2011,403502.0,11304.0356352,7851.34217418,27618.9669721,2416.28661718,843.737863983,1549.90977316,1674.42509647,0.0,5465.23934971,7501.3397288,10373.7342438,1.04887093274,0.792093663238
24,0,2011,405223.0,14317.7307608,9666.79727459,29274.2590572,3591.74807987,1025.06710527,1877.21534566,1959.931938,0.0,6742.35322875,7618.5447557,6438.86953064,1.04887093274,0.792093663238
25,0,2011,395675.0,16858.0314769,10322.4654494,42279.8982418,4923.43419094,1175.73009849,2103.11087609,2520.18255025,0.0,7692.80724309,7735.74978259,2780.42093368,1.04887093274,0.792093663238
26,0,2011,386644.0,20362.2496734,11519.7281915,53731.4676548,6395.27875248,1514.53705478,2700.10512395,3234.02577797,0.0,9228.71305592,7852.9651908,1235.74263719,1.04887093274,0.792093663238
27,0,2011,377886.0,21073.5125656,11336.4473565,56900.7560347,7594.92992788,1617.47840139,2861.74082574,3568.14617518,0.0,10243.9445864,7970.17021769,372.880840928,1.04887093274,0.792093663238
28,0,2011,402366.0,22064.4957899,11826.7881075,55820.4058249,9312.12132837,1764.25523674,3053.78519643,3088.65454154,0.0,10765.1718106,8087.37524459,372.880840928,1.04887093274,0.792093663238
29,0,2011,405049.0,21943.5775468,12076.3696721,68916.3942549,10547.9318817,1916.77298712,3365.00788213,3015.24151737,0.0,11015.0485039,8204.59065279,0.0,1.04887093274,0.792093663238
30,0,2011,408535.0,24149.0224902,12999.0841194,65423.8133171,12223.3094372,2225.96425955,3819.04911276,3401.33760829,0.0,11817.3216776,8321.79567969,0.0,1.04887093274,0.792093663238
31,0,2011,387544.0,24835.0841218,13581.9183749,71410.0918515,12720.5269652,2428.5511562,4285.89210613,3473.58762874,0.0,15033.9510456,8439.00070658,0.0,1.04887093274,0.792093663238
32,0,2011,381831.0,25893.1819225,13747.3401099,73986.641145,13566.3462128,2546.90232732,4497.04947273,3806.58731327,0.0,17793.2596328,8556.21611479,0.0,1.04887093274,0.792093663238
33,0,2011,387913.0,25675.494937,13521.2505923,70229.017001,13568.3492712,2780.0439077,4986.7975808,2745.95752051,0.0,18430.6652413,8673.42114168,0.0,1.04887093274,0.792093663238
34,0,2011,377580.0,26425.1948736,13515.4804655,79362.6322186,13562.3748712,2996.88314884,5384.2170093,2658.62228448,0.0,19113.3136123,8790.62616858,0.0,1.04887093274,0.792093663238
35,0,2011,387873.0,27003.4237947,13652.651728,77023.6134823,13562.3748712,3107.15520231,5505.61859963,2307.80115379,0.0,18042.2728279,8907.84157679,0.0,1.04887093274,0.792093663238
36,0,2011,410132.0,28161.5344026,13783.1783422,76391.5257903,13896.1483943,3239.18695068,5750.59126668,2536.56187179,0.0,18816.3232437,9025.04660368,0.0,1.04887093274,0.792093663238
37,0,2011,434148.0,28669.6642078,13263.0181243,84713.7612916,14590.138594,3317.6538701,5843.28750386,2850.357193,202.01309624,18287.9607974,9142.25163057,0.0,1.04887093274,0.792093663238
38,0,2011,445425.0,28389.4384845,13040.9496906,84264.3627816,14692.1276531,3417.93161808,6034.56090005,2993.55466974,420.072341827,20631.2677514,9259.45665747,0.0,1.04887093274,0.792093663238
39,0,2011,443563.0,28468.1019312,12988.6155831,78920.752895,14479.1079517,3482.70401472,6188.30756038,3829.18341836,637.293469451,21222.5822484,9376.67206568,0.0,1.04887093274,0.792093663238
40,0,2011,434230.0,28848.6204757,13344.3314723,81038.2964303,14609.1954695,3678.78764002,6532.41320526,3931.28245803,542.300417708,19862.0726195,9376.67206568,0.0,1.04887093274,0.792093663238
41,0,2011,429655.0,31029.4924827,14493.1354372,82151.406491,15356.2110774,4147.02317674,7198.06900831,3566.11197594,548.795831914,19390.1178161,9746.79702793,0.0,1.04887093274,0.792093663238
42,0,2011,425298.0,31333.3213378,15118.0496075,85914.5699493,16283.9748895,4327.54822508,7390.66919783,3360.41256451,451.216043371,18763.8998118,10116.9323715,0.0,1.04887093274,0.792093663238
43,0,2011,424493.0,30872.9646537,14815.6795272,85333.1042331,16529.2939082,4309.41901976,7320.89600499,3805.04369015,470.797526665,18159.723736,10487.0677151,0.0,1.04887093274,0.792093663238
44,0,2011,435503.0,30636.7625957,14328.2538478,81414.1583792,17260.3198239,4177.64758819,7298.68118142,3364.15532195,555.813165033,16770.461131,10857.1926773,0.0,1.04887093274,0.792093663238
45,0,2011,435072.0,31009.1812229,14096.0341062,88471.0608665,17679.2650612,4191.42113571,7427.57736113,2878.25659507,912.85141686,14697.8381477,11227.3280209,0.0,1.04887093274,0.792093663238
46,0,2011,439470.0,31693.3373934,14722.5944345,86875.8032638,17166.3429986,4308.89373766,7656.03683003,2302.6839374,1048.04365376,15399.5895233,11597.4633645,0.0,1.04887093274,0.792093663238
47,0,2011,433545.0,32865.2984501,14703.37211,83287.5934216,18020.5848288,4489.6837513,8029.42157653,2065.9471284,1086.61612815,12652.3926349,11967.5883267,0.0,1.04887093274,0.792093663238
48,0,2011,418820.0,33628.8351764,14287.1170444,99671.1865227,18987.3943703,4683.36874329,8431.24273157,2239.95363107,838.510353628,11107.4125161,12337.7236703,0.0,1.04887093274,0.792093663238
49,0,2011,422160.0,33610.2518079,14372.8201471,91100.3851115,20865.1921096,4880.93989313,8881.39323039,2065.41849034,1760.63059322,8688.39040165,12707.8590138,0.0,1.04887093274,0.792093663238
50,0,2011,418875.0,31661.3133526,14222.1023757,90704.5837948,19594.4810449,4780.37858579,8535.13602874,2627.24655855,2447.93684724,9801.61383194,13077.9839761,0.0,1.04887093274,0.792093663238
51,0,2011,415642.0,29028.2665342,14166.2530349,86719.6205663,19563.6701112,4799.5211672,8407.06461245,2379.23918618,3531.07097623,11925.8649198,13448.1193197,0.0,1.04887093274,0.792093663238
52,0,2011,405396.0,30162.3300857,13892.8021788,80365.8539682,19121.9122639,4851.27307561,8315.48001293,3348.49494816,3533.85581364,12418.8466625,13818.2546632,0.0,1.04887093274,0.792093663238
53,0,2011,405555.0,29771.9700733,13177.6836924,76921.5364699,19517.4676208,5048.78844328,8593.69423196,3727.52843465,4194.68896894,12393.0098865,14188.3796255,0.0,1.04887093274,0.792093663238
