age,sex,year,pop,tva,tipp,cot,irpp,impot,property,chomage,retraite,revsoc,maladie,educ,grth,dsct
84,1,2037,315976.0,12809.2475064,2323.83499981,669.87836544,5007.6461063,3087.81738331,4561.85615538,0.0,59301.4935591,5625.9484892,18920.7843332,0.0,1.43026125867,0.174110130911
85,1,2037,296268.0,12137.6100108,2367.88687473,452.059977414,5007.6461063,3140.70352918,4586.35700802,0.0,57117.4952966,5639.21909354,19088.224535,0.0,1.43026125867,0.174110130911
86,1,2037,294336.0,11390.6965551,2324.46945655,611.823755092,5007.6461063,2760.71073721,4034.16892974,0.0,55208.2854369,4326.91387445,19255.6647369,0.0,1.43026125867,0.174110130911
87,1,2037,274749.0,9503.77778727,2314.90973671,347.11593709,5007.6461063,3059.42425867,4034.16892974,0.0,56854.8367466,4544.72751516,19423.1049387,0.0,1.43026125867,0.174110130911
88,1,2037,256728.0,10599.0218361,2314.90973671,589.006540551,5007.6461063,2876.6911661,4034.16892974,0.0,57569.0618257,4544.72751516,19590.5451406,0.0,1.43026125867,0.174110130911
89,1,2037,234171.0,10125.8459743,2314.90973671,670.343581289,5007.6461063,3335.9736645,4034.16892974,0.0,57954.4208454,4544.72751516,19757.9853424,0.0,1.43026125867,0.174110130911
90,1,2037,203648.0,9344.43615898,2572.12192968,1084.2125832,5007.6461063,3189.99637358,4034.16892974,0.0,56095.1856739,4544.72751516,19925.4255442,0.0,1.43026125867,0.174110130911
91,1,2037,138472.0,7409.83988453,2572.12192968,649.138393759,5007.6461063,3243.5519055,4034.16892974,0.0,54389.985155,4544.72751516,19925.4255442,0.0,1.43026125867,0.174110130911
92,1,2037,121302.0,7375.97867871,2710.03910755,649.138393759,5007.6461063,3207.47478691,4034.16892974,0.0,53012.7744813,4544.72751516,19925.4255442,0.0,1.43026125867,0.174110130911
93,1,2037,102964.0,7375.97867871,2572.12192968,649.138393759,5007.6461063,3207.47478691,4034.16892974,0.0,53012.7744813,4544.72751516,19925.4255442,0.0,1.43026125867,0.174110130911
94,1,2037,82285.0,7375.97867871,2572.12192968,649.138393759,5007.6461063,3207.47478691,4034.16892974,0.0,53012.7744813,4544.72751516,19925.4255442,0.0,1.43026125867,0.174110130911
95,1,2037,61798.0,7375.97867871,2572.12192968,649.138393759,5007.6461063,3207.47478691,4034.16892974,0.0,53012.7744813,4544.72751516,19925.4255442,0.0,1.43026125867,0.174110130911
96,1,2037,53145.0,7375.97867871,2572.12192968,649.138393759,5007.6461063,3207.47478691,4034.16892974,0.0,53012.7744813,4544.72751516,19925.4255442,0.0,1.43026125867,0.174110130911
97,1,2037,45098.0,7375.97867871,2572.12192968,649.138393759,5007.6461063,3207.47478691,4034.16892974,0.0,53012.7744813,4544.72751516,19925.4255442,0.0,1.43026125867,0.174110130911
98,1,2037,34516.0,7375.97867871,2572.12192968,649.138393759,5007.6461063,3207.47478691,4034.16892974,0.0,53012.7744813,4544.72751516,19925.4255442,0.0,1.43026125867,0.174110130911
99,1,2037,25644.0,7375.97867871,2572.12192968,649.138393759,5007.6461063,3207.47478691,4034.16892974,0.0,53012.7744813,4544.72751516,19925.4255442,0.0,1.43026125867,0.174110130911
100,1,2037,56424.0,7375.97867871,2572.12192968,649.138393759,5007.6461063,3207.47478691,4045.32295858,0.0,53011.7230242,4544.72751516,19925.4255442,0.0,1.43026125867,0.174110130911
0,1,2038,385443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9376.67206568,0.0,1.44742439378,0.164254840482
1,1,2038,384205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7618.5447557,0.0,1.44742439378,0.164254840482
2,1,2038,383348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5860.41744572,18210.9441271,1.44742439378,0.164254840482
3,1,2038,382919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5860.41744572,18210.9441271,1.44742439378,0.164254840482
4,1,2038,382614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5692.97724388,18210.9441271,1.44742439378,0.164254840482
5,1,2038,382331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5525.53704204,18210.9441271,1.44742439378,0.164254840482
6,1,2038,382064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5358.0968402,18210.9441271,1.44742439378,0.164254840482
7,1,2038,381917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5190.65663836,18698.7372733,1.44742439378,0.164254840482
8,1,2038,381912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5023.21643652,18698.7372733,1.44742439378,0.164254840482
9,1,2038,382083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4855.77623468,18698.7372733,1.44742439378,0.164254840482
10,1,2038,382484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4688.33603284,18698.7372733,1.44742439378,0.164254840482
11,1,2038,383166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4688.33603284,18698.7372733,1.44742439378,0.164254840482
12,1,2038,384160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5599.96067692,31462.6579338,1.44742439378,0.164254840482
13,1,2038,385450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6511.57493969,31462.6579338,1.44742439378,0.164254840482
14,1,2038,387027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7423.19958377,31462.6579338,1.44742439378,0.164254840482
15,1,2038,388875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8334.81384654,31462.6579338,1.44742439378,0.164254840482
16,1,2038,390884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9246.43849062,31462.6579338,1.44742439378,0.164254840482
17,1,2038,392969.0,319.810142211,287.717559054,998.861703397,20.8721471736,6.25690009158,0.0,18.2062946647,0.0,0.0,10158.0631347,37098.2947503,1.44742439378,0.164254840482
18,1,2038,394797.0,1478.16661604,685.161839629,854.785436902,87.4668853233,47.386953591,86.582230052,64.1724309505,0.0,2276.88576146,11069.6773975,35888.5677475,1.44742439378,0.164254840482
19,1,2038,396208.0,2611.08279304,1049.51148471,3472.74975996,127.173345908,84.3008047257,155.987865283,294.81087133,0.0,4620.77595558,11981.3020416,32259.3867393,1.44742439378,0.164254840482
20,1,2038,397164.0,3970.72835909,1786.03002553,3515.94992007,246.779582144,172.896836557,323.701714922,864.873005901,0.0,6185.5180645,12892.9163043,24682.3332008,1.44742439378,0.164254840482
21,1,2038,397871.0,5430.67357596,2695.52376613,7999.70027139,676.85987697,289.263092124,540.991018297,1834.20489176,0.0,8318.08600371,12892.9163043,19316.6085919,1.44742439378,0.164254840482
22,1,2038,398620.0,7460.03751721,3907.76483159,12200.6534815,1429.50213168,438.392075659,816.031691107,2485.38970792,0.0,8317.32097458,12831.2305408,15381.7438787,1.44742439378,0.164254840482
23,1,2038,399889.0,9243.71990196,5061.99597379,21202.0175703,2251.02038555,627.749300941,1160.79176784,3054.87245518,0.0,10226.6216001,12769.5447773,10373.7342438,1.44742439378,0.164254840482
24,1,2038,401430.0,10734.1388381,5686.92729157,24308.6100003,3198.91215296,768.19485998,1370.98989872,3308.87246856,0.0,9732.13252278,12707.8590138,6438.86953064,1.44742439378,0.164254840482
25,1,2038,403192.0,12534.1166721,6307.64032938,31142.7606478,4180.73072274,913.16342332,1621.126302,4125.45333072,0.0,12355.0386881,12646.162869,2780.42093368,1.44742439378,0.164254840482
26,1,2038,405237.0,13759.3486859,6594.96349641,33593.1498945,5196.88644367,1039.25437056,1814.89191811,5137.67256483,0.0,12500.2957541,12584.4771056,1235.74263719,1.44742439378,0.164254840482
27,1,2038,407770.0,14480.0022917,7215.05922495,34072.3763137,5770.9852495,1120.88227963,1965.14229869,5325.00920472,0.0,14213.7640709,12522.7913421,372.880840928,1.44742439378,0.164254840482
28,1,2038,410807.0,13628.8894779,6953.66304698,38428.7116173,6233.9282219,1198.49852096,2109.35935552,5541.30675191,0.0,16469.6380422,12461.1055786,372.880840928,1.44742439378,0.164254840482
29,1,2038,415880.0,14091.9028802,7017.52026075,34616.7545896,6613.61212271,1290.00452267,2296.25791963,5394.40880878,0.0,17108.6873272,12399.4094338,0.0,1.44742439378,0.164254840482
30,1,2038,413144.0,14509.7793908,6606.61520875,40476.8730772,6604.13237043,1448.88144045,2611.3085834,4816.34943769,0.0,19448.229732,12337.7236703,0.0,1.44742439378,0.164254840482
31,1,2038,409364.0,15220.2227298,6666.81143564,43719.2328023,7034.29612603,1539.15093739,2750.32604472,4418.89397221,0.0,19794.6743105,12276.0379068,0.0,1.44742439378,0.164254840482
32,1,2038,404413.0,14728.2176334,6487.96322413,40054.9439403,6702.60912213,1586.76566817,2812.29087948,3346.19008624,0.0,21749.8615347,12214.341762,0.0,1.44742439378,0.164254840482
33,1,2038,402845.0,14007.9055082,6183.69834733,40199.0418447,6651.72587363,1568.4226312,2785.16333463,3612.7251652,0.0,23668.8272807,12152.6559985,0.0,1.44742439378,0.164254840482
34,1,2038,403866.0,14009.2850894,6356.30487629,36944.8786199,6131.11151024,1702.83441883,3060.68810771,2640.29334578,0.0,23540.9007757,12090.970235,0.0,1.44742439378,0.164254840482
35,1,2038,407511.0,14949.353572,6579.31642133,40971.5057143,6570.60896178,1847.08246247,3335.51362484,2815.75888948,0.0,25511.2143681,12029.2844715,0.0,1.44742439378,0.164254840482
36,1,2038,415882.0,16253.4744097,7117.31001789,44787.866064,6866.17831814,2008.48817197,3626.41306396,2833.79179087,0.0,25411.8136028,11967.5883267,0.0,1.44742439378,0.164254840482
37,1,2038,420899.0,16100.2930895,7157.51228365,46121.0340402,7026.84725244,2006.25688516,3622.97953796,3388.7137315,282.038123107,27993.0900641,11905.9025632,0.0,1.44742439378,0.164254840482
38,1,2038,407700.0,16294.9369713,7548.75775037,38994.9766761,7099.22860387,1983.66045771,3597.66288672,3402.55981947,494.927704718,27479.8464113,11844.2167997,0.0,1.44742439378,0.164254840482
39,1,2038,405546.0,15994.9736754,7646.52410492,45847.6494057,7002.33065172,1962.65382211,3565.38057046,3465.94140789,541.78611805,25991.1451683,11782.5310362,0.0,1.44742439378,0.164254840482
40,1,2038,397424.0,16822.9341117,8107.44835472,42335.2372899,7607.64378494,2186.93533446,3933.36849541,3127.9429219,342.839771625,21732.4855266,11720.8348914,0.0,1.44742439378,0.164254840482
41,1,2038,402641.0,17175.6356551,8108.83730056,49671.7128644,8515.36310248,2249.60195417,4013.24504022,3015.82513378,181.776357084,19509.2957207,11720.8348914,0.0,1.44742439378,0.164254840482
42,1,2038,399956.0,17175.690292,8072.89618346,45460.1137846,9885.19078473,2342.70704476,4166.71379113,2491.45847281,408.091064597,18178.3419697,11888.2750933,0.0,1.44742439378,0.164254840482
43,1,2038,391009.0,16897.7456584,7750.31779852,44165.6344567,10252.2373342,2148.7663845,3825.60239607,2283.23005692,1292.61409434,18701.3113394,12055.7152951,0.0,1.44742439378,0.164254840482
44,1,2038,388386.0,16304.2320703,7230.92064352,43581.7885664,10195.4979218,2216.48593913,3828.79387193,2003.07303252,1468.93506542,16961.4987521,12223.155497,0.0,1.44742439378,0.164254840482
45,1,2038,404924.0,16358.3225807,7097.16172944,42778.934201,9983.87618834,2249.22542452,3864.42903081,2275.75300025,1310.8545889,14285.4192748,12390.5956988,0.0,1.44742439378,0.164254840482
46,1,2038,409317.0,16978.2530998,7131.14803387,45590.4174982,10672.4205729,2509.16104066,4254.12974942,2312.0894657,539.904162262,10853.4682917,12558.0359006,0.0,1.44742439378,0.164254840482
47,1,2038,415106.0,17046.4262657,7038.5516444,51527.253325,11247.7991105,2616.55566385,4524.38320844,2370.28617206,674.688769066,9013.72472082,12725.4761025,0.0,1.44742439378,0.164254840482
48,1,2038,419634.0,18116.2573361,7170.33859834,49772.7296174,11897.0056529,2969.17335579,5131.57045646,1648.36958394,690.15966472,7354.16444684,12892.9163043,0.0,1.44742439378,0.164254840482
49,1,2038,421169.0,16880.4052789,6472.26470662,55799.6117584,11392.6035437,2792.12539607,4928.70554821,2292.19152926,1291.21977082,7905.18235987,13060.3668875,0.0,1.44742439378,0.164254840482
50,1,2038,418453.0,16804.4395281,6484.8080879,35764.9830374,11068.53929,2883.02709093,5126.55015735,1597.61610142,2412.70541582,8503.7532718,13227.8070893,0.0,1.44742439378,0.164254840482
51,1,2038,420387.0,15340.2258051,5844.75269318,46585.0273451,10054.65092,2781.79639755,4917.66985499,2359.31587511,3162.7447993,9535.55790866,13395.2472912,0.0,1.44742439378,0.164254840482
52,1,2038,411668.0,15213.7004523,5881.24252962,35382.6621615,9793.46044515,2914.68812104,5063.45575529,1560.32385836,3185.83113953,8161.68678082,13562.687493,0.0,1.44742439378,0.164254840482
53,1,2038,402713.0,14801.6222805,5453.77301238,36199.4080885,9341.73599104,2681.33735752,4626.06219511,2003.3394661,3131.0867981,9975.56327758,13730.1276948,0.0,1.44742439378,0.164254840482
54,1,2038,394882.0,14032.7038217,5036.11185344,35352.152657,9902.08463527,2555.5160241,4393.3534016,1693.71827098,5632.5070002,9134.3796618,13897.5678967,0.0,1.44742439378,0.164254840482
55,1,2038,414521.0,13492.7002271,4531.66730059,30653.3319368,9264.9868594,2538.42808596,4369.92832735,2113.13547587,8392.63135943,10326.9843327,14065.0080985,0.0,1.44742439378,0.164254840482
56,1,2038,416009.0,12255.6803066,4095.01530807,24513.8675604,8739.57350182,2641.92260575,4489.08871271,2357.18863557,12179.2254541,8394.17989141,14232.4483004,0.0,1.44742439378,0.164254840482
57,1,2038,418435.0,11839.0126369,3728.87375138,21466.3250863,8012.04598335,2707.62470523,4560.71762326,3173.83716341,13799.5170042,8835.32144221,14399.8885022,0.0,1.44742439378,0.164254840482
58,1,2038,393078.0,12012.1910549,3903.20360203,19240.4078962,7797.38488692,2564.2319882,4337.1977701,3804.4346991,13244.3971913,7522.56932491,14567.328704,0.0,1.44742439378,0.164254840482
59,1,2038,382340.0,12127.0446044,3807.39206015,20531.5441614,7607.74115584,2497.03771567,4328.36742255,4258.75893214,16864.0000918,6128.95893057,14734.7689059,0.0,1.44742439378,0.164254840482
60,1,2038,384666.0,12090.0281188,3973.9798238,14080.5041749,6516.58202434,2352.98490962,4128.49676413,2971.03468853,24678.8367378,4993.14062999,14902.2091077,0.0,1.44742439378,0.164254840482
61,1,2038,373649.0,11816.4066282,3621.08469505,5256.88499726,6428.2874864,2561.47541929,4412.38571413,1964.29214469,35650.2199198,4237.99628061,15069.6493096,0.0,1.44742439378,0.164254840482
62,1,2038,382134.0,11440.8463805,3672.44996998,6891.86986962,6700.85644599,2814.24767507,4660.19126425,1119.79919315,39880.4298518,3928.60638047,15237.0895114,0.0,1.44742439378,0.164254840482
63,1,2038,402408.0,11647.2098729,3423.21992874,6276.62731899,7903.2131413,3033.48090101,4980.00224736,1272.11038998,41925.6472087,3051.70878097,15404.5297132,0.0,1.44742439378,0.164254840482
64,1,2038,423616.0,11246.9059485,3238.43868931,6619.95661545,8061.11396012,2967.11406401,4882.36639444,788.09361458,41995.9691153,2439.23857739,15571.9699151,0.0,1.44742439378,0.164254840482
65,1,2038,432310.0,11621.0934447,3187.94793583,2577.6961047,7908.3181583,2834.01315738,4802.40020143,0.0,47784.3241506,2104.80722864,15739.4101169,0.0,1.44742439378,0.164254840482
66,1,2038,429248.0,12022.8110982,3428.39846755,1597.76760445,8111.68423073,2765.01990986,4724.98001726,0.0,52087.2751025,2505.26589364,15906.8503188,0.0,1.44742439378,0.164254840482
67,1,2038,418277.0,12810.094378,3516.12497284,2091.33998215,8754.23477681,3036.93009853,5112.78019407,0.0,57067.8901422,2622.40624534,16074.2905206,0.0,1.44742439378,0.164254840482
68,1,2038,411935.0,12534.4103453,3003.56108843,1158.30091188,7948.19154043,2912.54980452,4797.99847489,0.0,56901.2151469,2185.8169966,16241.7307224,0.0,1.44742439378,0.164254840482
69,1,2038,406999.0,12119.4637374,2780.55811712,956.667707803,6548.54749865,2900.07319245,4780.25709642,0.0,55770.2625786,2548.61501959,16409.1709243,0.0,1.44742439378,0.164254840482
70,1,2038,404453.0,11225.4609735,2818.59122672,2566.79057968,5906.39339122,2738.30025033,4492.88979633,0.0,55697.529178,2748.18915387,16576.6111261,0.0,1.44742439378,0.164254840482
71,1,2038,413629.0,10733.879313,2847.58761461,852.102331542,5336.59977003,2710.69737311,4474.6284583,0.0,55985.1407855,2742.45522265,16744.051328,0.0,1.44742439378,0.164254840482
72,1,2038,410718.0,10035.6541461,2523.41451407,564.317643642,5697.5536834,2642.05741267,4365.00664125,0.0,56055.3750707,2836.32656948,16911.4915298,0.0,1.44742439378,0.164254840482
73,1,2038,413710.0,10075.1634393,2144.50665887,758.821144358,5033.48416919,2452.81640024,4204.34810483,0.0,55977.9139229,2701.44663138,17078.9317316,0.0,1.44742439378,0.164254840482
74,1,2038,406737.0,10760.2347775,2089.78905169,768.179556202,6333.5247389,2799.48399402,4716.38275503,0.0,59116.6504522,3715.92828186,17246.3719335,0.0,1.44742439378,0.164254840482
75,1,2038,389700.0,12032.9803874,2144.2322992,820.694852257,6068.25164148,2751.42765439,4575.48268155,0.0,60945.0657404,4234.84526954,17413.8121353,0.0,1.44742439378,0.164254840482
76,1,2038,387467.0,12828.3294364,2348.20156822,738.351647008,5470.11613434,2963.33482197,4904.19573076,0.0,62334.2805492,3509.56735448,17581.2523372,0.0,1.44742439378,0.164254840482
77,1,2038,380753.0,13032.869423,2688.510447,2562.89574932,5913.53624199,3103.06450983,5051.93596179,0.0,57807.8568716,3963.53261143,17748.692539,0.0,1.44742439378,0.164254840482
78,1,2038,375359.0,11808.5047696,2786.33681773,574.53075437,5790.91150796,2954.85128359,4724.17318348,0.0,58573.9043082,4792.02886289,17916.1327408,0.0,1.44742439378,0.164254840482
79,1,2038,362938.0,10579.9672245,2491.28013743,669.867546467,6301.44798356,2827.71442066,4458.94002358,0.0,57370.5383479,6254.77213729,18083.5729427,0.0,1.44742439378,0.164254840482
80,1,2038,355261.0,10291.6620727,1936.01902899,1297.04342457,5009.72567044,2735.6691913,4512.92616868,0.0,58703.865927,5056.13055335,18251.0235258,0.0,1.44742439378,0.164254840482
81,1,2038,347271.0,10510.7149803,2071.60414965,617.979750859,5007.6461063,3017.95486364,5222.06134797,0.0,57309.260496,4544.72751516,18418.4637277,0.0,1.44742439378,0.164254840482
82,1,2038,336422.0,10900.1871433,1960.28271253,630.356656233,5007.6461063,3298.89711537,5090.31435554,0.0,59071.3692245,4544.72751516,18585.9039295,0.0,1.44742439378,0.164254840482
83,1,2038,326394.0,11262.8052803,2331.70569292,585.209080947,5007.6461063,3160.09713035,4998.43391696,0.0,60722.3435113,5501.48355165,18753.3441314,0.0,1.44742439378,0.164254840482
84,1,2038,311259.0,12809.2475064,2323.83499981,669.87836544,5007.6461063,3087.81738331,4561.85615538,0.0,59301.4935591,5625.9484892,18920.7843332,0.0,1.44742439378,0.164254840482
85,1,2038,304493.0,12137.6100108,2367.88687473,452.059977414,5007.6461063,3140.70352918,4586.35700802,0.0,57117.4952966,5639.21909354,19088.224535,0.0,1.44742439378,0.164254840482
86,1,2038,283716.0,11390.6965551,2324.46945655,611.823755092,5007.6461063,2760.71073721,4034.16892974,0.0,55208.2854369,4326.91387445,19255.6647369,0.0,1.44742439378,0.164254840482
87,1,2038,279660.0,9503.77778727,2314.90973671,347.11593709,5007.6461063,3059.42425867,4034.16892974,0.0,56854.8367466,4544.72751516,19423.1049387,0.0,1.44742439378,0.164254840482
88,1,2038,258508.0,10599.0218361,2314.90973671,589.006540551,5007.6461063,2876.6911661,4034.16892974,0.0,57569.0618257,4544.72751516,19590.5451406,0.0,1.44742439378,0.164254840482
89,1,2038,238905.0,10125.8459743,2314.90973671,670.343581289,5007.6461063,3335.9736645,4034.16892974,0.0,57954.4208454,4544.72751516,19757.9853424,0.0,1.44742439378,0.164254840482
90,1,2038,215534.0,9344.43615898,2572.12192968,1084.2125832,5007.6461063,3189.99637358,4034.16892974,0.0,56095.1856739,4544.72751516,19925.4255442,0.0,1.44742439378,0.164254840482
91,1,2038,184839.0,7409.83988453,2572.12192968,649.138393759,5007.6461063,3243.5519055,4034.16892974,0.0,54389.985155,4544.72751516,19925.4255442,0.0,1.44742439378,0.164254840482
92,1,2038,123825.0,7375.97867871,2710.03910755,649.138393759,5007.6461063,3207.47478691,4034.16892974,0.0,53012.7744813,4544.72751516,19925.4255442,0.0,1.44742439378,0.164254840482
93,1,2038,106839.0,7375.97867871,2572.12192968,649.138393759,5007.6461063,3207.47478691,4034.16892974,0.0,53012.7744813,4544.72751516,19925.4255442,0.0,1.44742439378,0.164254840482
94,1,2038,88859.0,7375.97867871,2572.12192968,649.138393759,5007.6461063,3207.47478691,4034.16892974,0.0,53012.7744813,4544.72751516,19925.4255442,0.0,1.44742439378,0.164254840482
95,1,2038,69489.0,7375.97867871,2572.12192968,649.138393759,5007.6461063,3207.47478691,4034.16892974,0.0,53012.7744813,4544.72751516,19925.4255442,0.0,1.44742439378,0.164254840482
96,1,2038,51112.0,7375.97867871,2572.12192968,649.138393759,5007.6461063,3207.47478691,4034.16892974,0.0,53012.7744813,4544.72751516,19925.4255442,0.0,1.44742439378,0.164254840482
97,1,2038,42827.0,7375.97867871,2572.12192968,649.138393759,5007.6461063,3207.47478691,4034.16892974,0.0,53012.7744813,4544.72751516,19925.4255442,0.0,1.44742439378,0.164254840482
98,1,2038,35390.0,7375.97867871,2572.12192968,649.138393759,5007.6461063,3207.47478691,4034.16892974,0.0,53012.7744813,4544.72751516,19925.4255442,0.0,1.44742439378,0.164254840482
99,1,2038,26290.0,7375.97867871,2572.12192968,649.138393759,5007.6461063,3207.47478691,4034.16892974,0.0,53012.7744813,4544.72751516,19925.4255442,0.0,1.44742439378,0.164254840482
100,1,2038,57265.0,7375.97867871,2572.12192968,649.138393759,5007.6461063,3207.47478691,4045.32295858,0.0,53011.7230242,4544.72751516,19925.4255442,0.0,1.44742439378,0.164254840482
0,1,2039,386350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9376.67206568,0.0,1.4647934865,0.154957396681
1,1,2039,385256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7618.5447557,0.0,1.4647934865,0.154957396681
2,1,2039,384512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5860.41744572,18210.9441271,1.4647934865,0.154957396681
3,1,2039,384138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5860.41744572,18210.9441271,1.4647934865,0.154957396681
4,1,2039,383842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5692.97724388,18210.9441271,1.4647934865,0.154957396681
5,1,2039,383526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5525.53704204,18210.9441271,1.4647934865,0.154957396681
6,1,2039,383198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5358.0968402,18210.9441271,1.4647934865,0.154957396681
7,1,2039,382974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5190.65663836,18698.7372733,1.4647934865,0.154957396681
8,1,2039,382854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5023.21643652,18698.7372733,1.4647934865,0.154957396681
9,1,2039,382888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4855.77623468,18698.7372733,1.4647934865,0.154957396681
10,1,2039,383119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4688.33603284,18698.7372733,1.4647934865,0.154957396681
11,1,2039,383607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4688.33603284,18698.7372733,1.4647934865,0.154957396681
12,1,2039,384351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5599.96067692,31462.6579338,1.4647934865,0.154957396681
13,1,2039,385381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6511.57493969,31462.6579338,1.4647934865,0.154957396681
14,1,2039,386727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7423.19958377,31462.6579338,1.4647934865,0.154957396681
15,1,2039,388426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8334.81384654,31462.6579338,1.4647934865,0.154957396681
16,1,2039,390352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9246.43849062,31462.6579338,1.4647934865,0.154957396681
17,1,2039,392424.0,319.810142211,287.717559054,998.861703397,20.8721471736,6.25690009158,0.0,18.2062946647,0.0,0.0,10158.0631347,37098.2947503,1.4647934865,0.154957396681
18,1,2039,394309.0,1478.16661604,685.161839629,854.785436902,87.4668853233,47.386953591,86.582230052,64.1724309505,0.0,2276.88576146,11069.6773975,35888.5677475,1.4647934865,0.154957396681
19,1,2039,395818.0,2611.08279304,1049.51148471,3472.74975996,127.173345908,84.3008047257,155.987865283,294.81087133,0.0,4620.77595558,11981.3020416,32259.3867393,1.4647934865,0.154957396681
20,1,2039,396889.0,3970.72835909,1786.03002553,3515.94992007,246.779582144,172.896836557,323.701714922,864.873005901,0.0,6185.5180645,12892.9163043,24682.3332008,1.4647934865,0.154957396681
21,1,2039,397696.0,5430.67357596,2695.52376613,7999.70027139,676.85987697,289.263092124,540.991018297,1834.20489176,0.0,8318.08600371,12892.9163043,19316.6085919,1.4647934865,0.154957396681
22,1,2039,398499.0,7460.03751721,3907.76483159,12200.6534815,1429.50213168,438.392075659,816.031691107,2485.38970792,0.0,8317.32097458,12831.2305408,15381.7438787,1.4647934865,0.154957396681
23,1,2039,399343.0,9243.71990196,5061.99597379,21202.0175703,2251.02038555,627.749300941,1160.79176784,3054.87245518,0.0,10226.6216001,12769.5447773,10373.7342438,1.4647934865,0.154957396681
24,1,2039,400719.0,10734.1388381,5686.92729157,24308.6100003,3198.91215296,768.19485998,1370.98989872,3308.87246856,0.0,9732.13252278,12707.8590138,6438.86953064,1.4647934865,0.154957396681
25,1,2039,402337.0,12534.1166721,6307.64032938,31142.7606478,4180.73072274,913.16342332,1621.126302,4125.45333072,0.0,12355.0386881,12646.162869,2780.42093368,1.4647934865,0.154957396681
26,1,2039,404267.0,13759.3486859,6594.96349641,33593.1498945,5196.88644367,1039.25437056,1814.89191811,5137.67256483,0.0,12500.2957541,12584.4771056,1235.74263719,1.4647934865,0.154957396681
27,1,2039,406627.0,14480.0022917,7215.05922495,34072.3763137,5770.9852495,1120.88227963,1965.14229869,5325.00920472,0.0,14213.7640709,12522.7913421,372.880840928,1.4647934865,0.154957396681
28,1,2039,409514.0,13628.8894779,6953.66304698,38428.7116173,6233.9282219,1198.49852096,2109.35935552,5541.30675191,0.0,16469.6380422,12461.1055786,372.880840928,1.4647934865,0.154957396681
29,1,2039,412836.0,14091.9028802,7017.52026075,34616.7545896,6613.61212271,1290.00452267,2296.25791963,5394.40880878,0.0,17108.6873272,12399.4094338,0.0,1.4647934865,0.154957396681
30,1,2039,418013.0,14509.7793908,6606.61520875,40476.8730772,6604.13237043,1448.88144045,2611.3085834,4816.34943769,0.0,19448.229732,12337.7236703,0.0,1.4647934865,0.154957396681
31,1,2039,415188.0,15220.2227298,6666.81143564,43719.2328023,7034.29612603,1539.15093739,2750.32604472,4418.89397221,0.0,19794.6743105,12276.0379068,0.0,1.4647934865,0.154957396681
32,1,2039,411183.0,14728.2176334,6487.96322413,40054.9439403,6702.60912213,1586.76566817,2812.29087948,3346.19008624,0.0,21749.8615347,12214.341762,0.0,1.4647934865,0.154957396681
